Wall time,Step,Value
1706357013.435852,0,0.16130000352859497
1706357026.0108979,10,0.39419999718666077
1706357037.112981,20,0.5677000284194946
1706357048.732417,30,0.7131999731063843
1706357058.330208,40,0.579200029373169
1706357068.915322,50,0.5845999717712402
1706357079.597582,60,0.6136000156402588
1706357089.747498,70,0.6319999694824219
1706357100.013123,80,0.7829999923706055
1706357110.6694028,90,0.7397000193595886
1706357120.8301592,100,0.6762999892234802
1706357130.683834,110,0.7591000199317932
1706357141.297159,120,0.7572000026702881
1706357152.230616,130,0.68340003490448
1706357163.775112,140,0.7698000073432922
1706357174.680458,150,0.7019000053405762
1706357184.635565,160,0.7889000177383423
1706357194.7348711,170,0.7993000149726868
1706357205.1142452,180,0.7484000325202942
1706357215.430857,190,0.7645000219345093
1706357226.30025,200,0.7598000168800354
1706357236.497618,210,0.762499988079071
1706357246.66097,220,0.8241000175476074
1706357257.684479,230,0.8069999814033508
1706357268.001369,240,0.8015000224113464
1706357278.0940428,250,0.7712000012397766
1706357288.2253828,260,0.8184000253677368
1706357298.233977,270,0.7423999905586243
1706357307.72064,280,0.800000011920929
1706357317.763829,290,0.7864999771118164
1706357327.38254,300,0.8359000086784363
1706357337.4988632,310,0.8382999897003174
1706357347.960022,320,0.8134999871253967
1706357357.890078,330,0.7904999852180481
1706357368.050594,340,0.8093000054359436
1706357378.171318,350,0.8288000226020813
1706357388.290675,360,0.8084999918937683
1706357398.593973,370,0.7555000185966492
1706357408.189146,380,0.7225000262260437
1706357418.5369,390,0.8489000201225281
1706357428.436192,400,0.8208000063896179
1706357438.3358269,410,0.7919999957084656
1706357448.480059,420,0.8105000257492065
1706357458.9382389,430,0.8371999859809875
1706357469.0260422,440,0.8156999945640564
1706357478.5057228,450,0.8482000231742859
1706357488.2240798,460,0.8273999691009521
1706357498.040718,470,0.8149999976158142
1706357508.143243,480,0.7993999719619751
1706357518.945292,490,0.8163999915122986
1706357529.306866,500,0.824999988079071
1706357539.064681,510,0.8402000069618225
1706357549.8451252,520,0.8206000328063965
1706357559.704545,530,0.7996000051498413
1706357569.670766,540,0.7718999981880188
1706357578.5578759,550,0.8253999948501587
1706357588.57032,560,0.8291000127792358
1706357597.804188,570,0.8435999751091003
1706357608.5556328,580,0.8431999683380127
1706357618.814909,590,0.8600999712944031
1706357628.73196,600,0.8533999919891357
1706357639.0593212,610,0.8220999836921692
1706357649.539739,620,0.8379999995231628
1706357659.396587,630,0.8612000346183777
1706357669.3343449,640,0.8407000303268433
1706357679.121245,650,0.7502999901771545
1706357689.873316,660,0.840399980545044
1706357699.965313,670,0.8434000015258789
1706357709.891231,680,0.8216000199317932
1706357720.1010098,690,0.8309999704360962
1706357730.2128818,700,0.8508999943733215
1706357741.234292,710,0.8269000053405762
1706357750.916526,720,0.8370000123977661
1706357761.78578,730,0.8550999760627747
1706357771.947068,740,0.8575999736785889
1706357782.252307,750,0.847599983215332
1706357791.937927,760,0.8489000201225281
1706357801.598573,770,0.8554999828338623
1706357811.892045,780,0.7943999767303467
1706357821.85041,790,0.767300009727478
1706357832.372119,800,0.8140000104904175
1706357842.768246,810,0.7897000312805176
1706357852.81812,820,0.8601000308990479
1706357863.134679,830,0.8525000214576721
1706357873.269653,840,0.8500000238418579
1706357882.8565361,850,0.7724000215530396
1706357893.539458,860,0.8108999729156494
1706357903.7720032,870,0.8521000146865845
1706357913.863158,880,0.8550000190734863
1706357924.7956312,890,0.8420000076293945
1706357935.4037209,900,0.8043000102043152
1706357946.526409,910,0.8188999891281128
1706357956.204215,920,0.8464000225067139
1706357965.554292,930,0.8450999855995178
1706357975.051775,940,0.8662000298500061
1706357985.782754,950,0.828000009059906
1706357996.1718998,960,0.8514999747276306
1706358005.6368918,970,0.8738999962806702
1706358015.637857,980,0.8246999979019165
1706358026.168909,990,0.8335999846458435
1706358035.3214889,999,0.8263000249862671
