Wall time,Step,Value
1706487129.5959094,0,0.10234375298023224
1706487146.7231848,10,0.12783202528953552
1706487163.5264182,20,0.15966796875
1706487180.2422252,30,0.18730469048023224
1706487196.9828832,40,0.21787109971046448
1706487213.5587606,50,0.23779296875
1706487230.208998,60,0.26582032442092896
1706487246.8667426,70,0.2740234434604645
1706487263.5346432,80,0.31416016817092896
1706487280.2076,90,0.28828126192092896
1706487296.8388968,100,0.33320313692092896
1706487313.5819108,110,0.306640625
1706487330.090571,120,0.34111326932907104
1706487346.8206766,130,0.35322266817092896
1706487363.5012517,140,0.3506835997104645
1706487380.4550254,150,0.3076171875
1706487397.4278858,160,0.34150391817092896
1706487414.249396,170,0.3758789002895355
1706487430.9682498,180,0.3331054747104645
1706487447.7201803,190,0.34326171875
1706487464.7143693,200,0.36894530057907104
1706487481.7065294,210,0.41650390625
1706487498.6709461,220,0.35126954317092896
1706487515.4809113,230,0.43144530057907104
1706487548.921095,250,0.40986329317092896
1706487565.5125973,260,0.4398437440395355
1706487582.165721,270,0.39482420682907104
1706487599.077116,280,0.42578125
1706487615.5482953,290,0.3929687440395355
1706487632.6114228,300,0.4297851622104645
1706487649.553386,310,0.4422851502895355
1706487666.438468,320,0.42548829317092896
1706487683.208996,330,0.4629882872104645
1706487700.853467,340,0.42851561307907104
1706487717.8792775,350,0.45380860567092896
1706487734.7932608,360,0.42500001192092896
1706487751.6386724,370,0.427734375
1706487768.5659416,380,0.4585937559604645
1706487785.5029974,390,0.4369140565395355
1706487802.852444,400,0.43876951932907104
1706487820.031661,410,0.45683592557907104
1706487837.0712967,420,0.48212891817092896
1706487854.13748,430,0.49335938692092896
1706487871.2403743,440,0.4883789122104645
1706487888.3814807,450,0.4947265684604645
1706487905.4092007,460,0.4559570252895355
1706487922.4279428,470,0.4560546875
1706487939.2317808,480,0.4878906309604645
1706487955.9457948,490,0.512890636920929
1706487972.5498192,500,0.509472668170929
1706487989.3762474,510,0.4864257872104645
1706488006.218103,520,0.4581054747104645
1706488023.103543,530,0.46630859375
1706488040.1370425,540,0.4818359315395355
1706488057.2114582,550,0.4867187440395355
1706488074.204759,560,0.5074218511581421
1706488091.0576587,570,0.49589842557907104
1706488108.1156914,580,0.42216795682907104
1706488124.9157333,590,0.48027342557907104
1706488141.8252153,600,0.500195324420929
1706488159.2056603,610,0.5341796875
1706488176.219962,620,0.5497070550918579
1706488193.3977938,630,0.5201171636581421
1706488210.4404242,640,0.49638670682907104
1706488227.3989916,650,0.5355468988418579
1706488244.4750214,660,0.4515624940395355
1706488261.5149887,670,0.5376952886581421
1706488278.4887865,680,0.49736326932907104
1706488295.347829,690,0.5303710699081421
1706488312.3993137,700,0.561718761920929
1706488329.4411976,710,0.5067383050918579
1706488346.483757,720,0.550488293170929
1706488363.842652,730,0.5482422113418579
1706488380.7971327,740,0.5384765863418579
1706488397.8840175,750,0.513476550579071
1706488414.743568,760,0.565234363079071
1706488431.827871,770,0.5672851800918579
1706488448.9856982,780,0.535839855670929
1706488465.8486388,790,0.557910144329071
1706488482.7516544,800,0.54638671875
1706488499.894948,810,0.577929675579071
1706488516.9626489,820,0.5692383050918579
1706488534.066369,830,0.5660156011581421
1706488551.28456,840,0.570507824420929
1706488568.3103092,850,0.5020507574081421
1706488585.3835466,860,0.5985351800918579
1706488602.6046977,870,0.5390625
1706488619.978688,880,0.575488269329071
1706488637.2099059,890,0.554980456829071
1706488654.5172212,900,0.5372070074081421
1706488671.5576046,910,0.583300769329071
1706488689.117948,920,0.5760742425918579
1706488706.4359722,930,0.5536133050918579
