
Wall time,Step,Value
1705723285.28225,0,0.10000000149011612
1705723297.63347,10,0.5016000270843506
1705723310.2140212,20,0.6675000190734863
1705723320.871953,30,0.7069000005722046
1705723331.53716,40,0.7649999856948853
1705723341.8655272,50,0.7741999626159668
1705723351.4619699,60,0.7599000334739685
1705723361.946101,70,0.6841000318527222
1705723372.173277,80,0.7875999808311462
1705723381.5662029,90,0.8050999641418457
1705723390.906343,100,0.840499997138977
1705723400.734112,110,0.7753999829292297
1705723410.365956,120,0.7993000149726868
1705723419.918057,130,0.8194000124931335
1705723430.071213,140,0.7997999787330627
1705723439.634049,150,0.8144999742507935
1705723448.7609222,160,0.8474000096321106
1705723458.71293,170,0.8291000127792358
1705723468.728124,180,0.7949000000953674
1705723478.208381,190,0.7893999814987183
1705723487.3688772,200,0.7631000280380249
1705723496.933106,210,0.7993000149726868
1705723506.685365,220,0.8341999650001526
1705723516.266366,230,0.8537999987602234
1705723525.856599,240,0.8389000296592712
1705723535.270984,250,0.8547000288963318
1705723544.748897,260,0.8131999969482422
1705723553.9001431,270,0.810699999332428
1705723563.807464,280,0.862500011920929
1705723573.770241,290,0.8616999983787537
1705723582.776955,300,0.8170999884605408
1705723592.069362,310,0.8553000092506409
1705723601.4311502,320,0.8651000261306763
1705723611.149824,330,0.8543999791145325
1705723620.581676,340,0.7986000180244446
1705723629.0743182,350,0.84579998254776
1705723638.853365,360,0.8169000148773193
1705723648.8342102,370,0.8217999935150146
1705723658.111713,380,0.8614000082015991
1705723667.9006999,390,0.830299973487854
1705723676.839913,400,0.8619999885559082
1705723685.1540532,410,0.833899974822998
1705723694.082251,420,0.8050999641418457
1705723703.267133,430,0.8129000067710876
1705723712.601482,440,0.8501999974250793
1705723722.053119,450,0.82669997215271
1705723731.6061802,460,0.8402999639511108
1705723741.796321,470,0.8093000054359436
1705723751.533015,480,0.8323999643325806
1705723761.299679,490,0.8639000058174133
1705723770.154426,500,0.8740000128746033
1705723780.35669,510,0.8594000339508057
1705723790.5913951,520,0.8549000024795532
1705723799.6331599,530,0.8701000213623047
1705723808.331396,540,0.8425999879837036
1705723817.786268,550,0.8578000068664551
1705723827.1817842,560,0.8295999765396118
1705723836.703512,570,0.8420000076293945
1705723846.0235012,580,0.8769000172615051
1705723855.229998,590,0.8615000247955322
1705723864.703413,600,0.830299973487854
1705723874.433132,610,0.8604999780654907
1705723884.129209,620,0.8377000093460083
1705723893.3813918,630,0.8567000031471252
1705723902.84692,640,0.8445000052452087
1705723912.480363,650,0.8033000230789185
1705723922.468794,660,0.8359000086784363
1705723931.7872052,670,0.8682000041007996
1705723941.656986,680,0.857699990272522
1705723951.058687,690,0.8557999730110168
1705723959.660251,700,0.8722000122070312
1705723969.339651,710,0.8747000098228455
1705723978.788182,720,0.8356999754905701
1705723988.491088,730,0.8561999797821045
1705723998.8425589,740,0.84579998254776
1705724008.378477,750,0.8519999980926514
1705724017.028095,760,0.8303999900817871
1705724026.8853178,770,0.8422999978065491
1705724036.581328,780,0.8510000109672546
1705724046.616561,790,0.8666999936103821
1705724056.163716,800,0.8751999735832214
1705724065.536135,810,0.8508999943733215
1705724075.141644,820,0.8640999794006348
1705724084.260533,830,0.8741999864578247
1705724093.454752,840,0.8371000289916992
1705724102.3928409,850,0.8409000039100647
1705724111.705555,860,0.8503000140190125
1705724121.2124832,870,0.8562999963760376
1705724130.569921,880,0.8442000150680542
1705724140.1368792,890,0.8822000026702881
1705724150.242709,900,0.8838000297546387
1705724160.030716,910,0.8611999750137329
1705724169.343677,920,0.8536999821662903
1705724178.841033,930,0.8833000063896179
1705724188.5287838,940,0.8657000064849854
1705724198.078857,950,0.8445000052452087
1705724207.792507,960,0.873199999332428
1705724218.461536,970,0.8637999892234802
1705724227.982073,980,0.8698999881744385
1705724237.477754,990,0.8172999620437622
1705724246.1589172,999,0.8360999822616577
