Wall time,Step,Value
1706505396.2637863,0,0.09814453125
1706505414.3830674,10,0.10214843600988388
1706505432.4245088,20,0.13173827528953552
1706505449.2043157,30,0.12177734076976776
1706505465.8615654,40,0.18759766221046448
1706505482.4859326,50,0.16552734375
1706505499.3450177,60,0.21318359673023224
1706505515.8605893,70,0.22636719048023224
1706505532.3985505,80,0.17753906548023224
1706505548.8895993,90,0.21894530951976776
1706505565.2071216,100,0.22587890923023224
1706505581.7487977,110,0.2779296934604645
1706505598.257288,120,0.11748047173023224
1706505614.8247576,130,0.29931640625
1706505631.2861297,140,0.25947266817092896
1706505647.9239626,150,0.3080078065395355
1706505664.5460858,160,0.2987304627895355
1706505680.6436448,170,0.2923828065395355
1706505697.1216326,180,0.16357421875
1706505713.5037067,190,0.29716795682907104
1706505729.5182207,200,0.28076171875
1706505745.403925,210,0.3363281190395355
1706505761.9432976,220,0.22744140028953552
1706505778.403081,230,0.37470704317092896
1706505811.6563,250,0.3506835997104645
1706505828.2184448,260,0.31953126192092896
1706505844.594216,270,0.4024414122104645
1706505860.997895,280,0.2353515625
1706505877.5238814,290,0.3750976622104645
1706505894.2344956,300,0.4393554627895355
1706505910.8556724,310,0.35957032442092896
1706505927.4097924,320,0.3656249940395355
1706505943.5003223,330,0.4063476622104645
1706505959.6953409,340,0.3246093690395355
1706505976.0835176,350,0.3614257872104645
1706505992.4526274,360,0.40644532442092896
1706506008.6143892,370,0.3783203065395355
1706506025.082202,380,0.3257812559604645
1706506041.1534538,390,0.4227539002895355
1706506057.1783845,400,0.33710938692092896
1706506073.6326716,410,0.42060548067092896
1706506090.0709345,420,0.3978515565395355
1706506106.7878036,430,0.33574217557907104
1706506123.1121118,440,0.41044920682907104
1706506139.8684886,450,0.43925780057907104
1706506156.4812555,460,0.43896484375
1706506172.7928116,470,0.3241210877895355
1706506189.649291,480,0.43828123807907104
1706506205.995153,490,0.39033204317092896
1706506222.4032593,500,0.45439451932907104
1706506238.9788625,510,0.42578125
1706506255.7495172,520,0.44121092557907104
1706506272.4851866,530,0.47529298067092896
1706506289.2271786,540,0.44921875
1706506305.5059965,550,0.4166015684604645
1706506321.9350166,560,0.3916015625
1706506338.272365,570,0.43144530057907104
1706506354.774325,580,0.4375
1706506371.1476872,590,0.4180664122104645
1706506387.5657954,600,0.44775390625
1706506403.67871,610,0.4854492247104645
1706506419.8546884,620,0.3963867127895355
1706506436.144406,630,0.530078113079071
1706506452.5843775,640,0.5064452886581421
1706506468.900743,650,0.48603516817092896
1706506485.4527836,660,0.494140625
1706506501.8331513,670,0.529980480670929
1706506518.2982094,680,0.4952148497104645
1706506534.789188,690,0.516406238079071
1706506551.3273199,700,0.4388671815395355
1706506567.6319869,710,0.43964844942092896
1706506584.3344088,720,0.4403320252895355
1706506600.6266012,730,0.47724610567092896
1706506617.1022556,740,0.49199217557907104
1706506633.6143534,750,0.5127929449081421
1706506649.7314796,760,0.5244140625
1706506666.0770378,770,0.5396484136581421
1706506682.6003077,780,0.5087890625
1706506698.9032867,790,0.5533202886581421
1706506715.4197025,800,0.54736328125
1706506731.9938316,810,0.4677734375
1706506748.5537543,820,0.504199206829071
1706506765.1396956,830,0.538769543170929
1706506781.574783,840,0.5283203125
1706506798.0969243,850,0.5455077886581421
1706506814.4741788,860,0.4404296875
1706506831.2171204,870,0.5196288824081421
1706506847.8563414,880,0.5390625
1706506864.5036464,890,0.5020507574081421
1706506881.0153658,900,0.506152331829071
1706506897.6134968,910,0.554492175579071
1706506914.2488742,920,0.5755859613418579
1706506930.6155226,930,0.5755859613418579
1706506947.2444346,940,0.5196288824081421
1706506963.4653823,950,0.5137695074081421
1706506979.7625313,960,0.5150390863418579
1706506996.2363434,970,0.5318359136581421
1706507012.681026,980,0.5780273675918579
1706507029.3652148,990,0.5389648675918579
1706507045.6381595,1000,0.5658203363418579
1706507061.903767,1010,0.4798828065395355
1706507078.6969697,1020,0.57666015625
1706507095.1943626,1030,0.54833984375
1706507111.8334708,1040,0.519238293170929
1706507128.3385587,1050,0.5951172113418579
1706507144.525386,1060,0.5459960699081421
1706507160.7639828,1070,0.551074206829071
1706507176.841783,1080,0.577343761920929
1706507193.0193398,1090,0.582812488079071
1706507209.2975528,1100,0.5931640863418579
1706507225.327315,1110,0.59912109375
1706507241.6618311,1120,0.6000000238418579
1706507257.9875064,1130,0.54150390625
1706507274.3638139,1140,0.6209961175918579
1706507290.783352,1150,0.5855468511581421
1706507307.5486238,1160,0.613964855670929
1706507324.4178438,1170,0.5845702886581421
1706507340.9805074,1180,0.596386730670929
1706507357.153059,1190,0.5118163824081421
1706507373.8939307,1200,0.60498046875
1706507390.6000206,1210,0.617968738079071
1706507407.0304427,1220,0.58154296875
1706507423.4252656,1230,0.51708984375
1706507439.8390658,1240,0.554003894329071
1706507456.2690706,1250,0.612988293170929
1706507472.6047127,1260,0.505078136920929
1706507488.7695918,1270,0.6375976800918579
1706507504.980844,1280,0.6158202886581421
1706507521.3392162,1290,0.5770508050918579
